id,left_title,right_title,left_authors,right_authors,left_keywords,right_keywords
1180,introduction to ai fairness,trustworthy ai: from principles to practices,"zhang y,bellamy r,liao qv,singh m","libo,qipeng,liubo,dishuai,liujingen,peijiquan,yijinfeng,zhoubowen","algorithmic fairness,bias,decision support,discrimination-aware machine","trustworthy ai,accountability,explainability,fairness,generalization,privacy protection,reproducibility,robustness,transparency"
1181,introduction to ai fairness,"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","zhang y,bellamy r,liao qv,singh m","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","algorithmic fairness,bias,decision support,discrimination-aware machine","ai,fairness,machine learning,software development practices"
1182,introduction to ai fairness,"ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox","zhang y,bellamy r,liao qv,singh m","pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","algorithmic fairness,bias,decision support,discrimination-aware machine","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox"
1183,introduction to ai fairness,improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings,"zhang y,bellamy r,liao qv,singh m","pessach d,shmueli e","algorithmic fairness,bias,decision support,discrimination-aware machine","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning"
1184,introduction to ai fairness,linear versus nonlinear allocation rules in risk sharing under financial fairness,"zhang y,bellamy r,liao qv,singh m",schumacher jm,"algorithmic fairness,bias,decision support,discrimination-aware machine","borch theorem,risk sharing,allocation rules,financial fairness,syndicates"
1185,introduction to ai fairness,artificial intelligence in human resources management: challenges and a path forward,"zhang y,bellamy r,liao qv,singh m","tambe p,cappelli p,yakubovich v","algorithmic fairness,bias,decision support,discrimination-aware machine","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems"
1186,introduction to ai fairness,ai ethics in industry: a research framework,"zhang y,bellamy r,liao qv,singh m","ville v,kai-kristian k,pekka a","algorithmic fairness,bias,decision support,discrimination-aware machine","ai development,ai ethics,accountability,artificial intelligence,research framework,responsibility,transparency"
1187,introduction to ai fairness,why fairness cannot be automated: bridging the gap between eu non-discrimination law and ai,"zhang y,bellamy r,liao qv,singh m","wachter s,mittelstadt b,russell c","algorithmic fairness,bias,decision support,discrimination-aware machine","algorithm,artificial intelligence,bias,demographic parity,discrimination,european union,fairness,law,machine learning,non-discrimination"
1188,introduction to ai fairness,user association and resource allocation in full-duplex relay aided noma systems,"zhang y,bellamy r,liao qv,singh m","wang l,ai y,liu n,fei a","algorithmic fairness,bias,decision support,discrimination-aware machine","full-duplex (fd) relaying,nonorthogonal multiple access (noma),resource allocation"
1189,introduction to ai fairness,artificial intelligence and the public sectorâ€”applications and challenges,"zhang y,bellamy r,liao qv,singh m","wirtz bw,weyerer jc,geyer c","algorithmic fairness,bias,decision support,discrimination-aware machine","ai applications,ai challenges,artificial intelligence,public sector"
1190,introduction to ai fairness,the rising tide of artificial intelligence and business automation: developing an ethical framework,"zhang y,bellamy r,liao qv,singh m","wright sa,schultz ae","algorithmic fairness,bias,decision support,discrimination-aware machine","artificial intelligence,automation,business ethics,social contracts theory,stakeholder theory,work displacement"
1191,introduction to ai fairness,achieving causal fairness through generative adversarial networks,"zhang y,bellamy r,liao qv,singh m","xu d,wu y,yuan s,zhang l,wu x","algorithmic fairness,bias,decision support,discrimination-aware machine","humans and ai: ethical issues in ai,machine learning: adversarial machine learning,machine learning: learning generative models"
1192,introduction to ai fairness,algorithmic fairness in computational medicine,"zhang y,bellamy r,liao qv,singh m","xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","algorithmic fairness,bias,decision support,discrimination-aware machine","algorithmic fairness,computational medicine"
1193,introduction to ai fairness,effective exposure amortizing for fair top-k recommendation,"zhang y,bellamy r,liao qv,singh m","yang t,xu z,ai q","algorithmic fairness,bias,decision support,discrimination-aware machine","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation"
1194,introduction to ai fairness,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology","zhang y,bellamy r,liao qv,singh m","zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","algorithmic fairness,bias,decision support,discrimination-aware machine","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation"
1195,introduction to ai fairness,flexible and adaptive fairness-aware learning in non-stationary data streams,"zhang y,bellamy r,liao qv,singh m","zhang w,zhang m,zhang j,liu z,...","algorithmic fairness,bias,decision support,discrimination-aware machine","ai fairness,flexible fairness,online classification"
1196,introduction to ai fairness,"bias, fairness and accountability with artificial intelligence and machine learning algorithms","zhang y,bellamy r,liao qv,singh m","zhou n,zhang z,nair vn,singhal h,chen j","algorithmic fairness,bias,decision support,discrimination-aware machine","ai,ml,algorithm,bias,fairness"
1197,introduction to ai fairness,applying differential privacy mechanism in artificial intelligence,"zhang y,bellamy r,liao qv,singh m","zhu t,yu ps","algorithmic fairness,bias,decision support,discrimination-aware machine","artificial intelligence,differential privacy,federated learning,multi-agent system,reinforcement learning"
1198,"bias, fairness and accountability with artificial intelligence and machine learning algorithms","artificial intelligence, intersectionality, and the future of public health","zhou n,zhang z,nair vn,singhal h,chen j","bauer gr,lizotte dj","ai,ml,algorithm,bias,fairness","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice"
1199,"bias, fairness and accountability with artificial intelligence and machine learning algorithms",a sociotechnical view of algorithmic fairness,"zhou n,zhang z,nair vn,singhal h,chen j","dolata m,feuerriegel s,schwabe g","ai,ml,algorithm,bias,fairness","algorithmic fairness,literature review,problematization,research agenda,sociotechnical perspective,state of the art"
1200,"bias, fairness and accountability with artificial intelligence and machine learning algorithms",ai-enabled radio resource allocation in 5g for urllc and embb users,"zhou n,zhang z,nair vn,singhal h,chen j","elsayed m,erol-kantarci m","ai,ml,algorithm,bias,fairness","5g mobile communication,delays,quality of service,reliability,resource management,throughput"
1201,"bias, fairness and accountability with artificial intelligence and machine learning algorithms",revealing factors influencing students' perceived fairness: a case with a predictive system for math learning,"zhou n,zhang z,nair vn,singhal h,chen j","li c,xing w","ai,ml,algorithm,bias,fairness","fair ai,human-centered computing,math learning,perceived fairness"
1202,"bias, fairness and accountability with artificial intelligence and machine learning algorithms","ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox","zhou n,zhang z,nair vn,singhal h,chen j","pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","ai,ml,algorithm,bias,fairness","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox"
1203,"bias, fairness and accountability with artificial intelligence and machine learning algorithms",flexible and adaptive fairness-aware learning in non-stationary data streams,"zhou n,zhang z,nair vn,singhal h,chen j","zhang w,zhang m,zhang j,liu z,...","ai,ml,algorithm,bias,fairness","ai fairness,flexible fairness,online classification"
